n,divAndConTime,bruteForceTime
506,0.06028340000193566,0.5864751000008255
507,0.0635906999996223,0.5940865999982634
508,0.06034379999982775,0.6419553000014275
509,0.056907400001364294,0.5946428999995987
510,0.061872199999925215,0.6283354999977746
511,0.07243770000059158,0.6499162000000069
512,0.05992989999867859,0.5969246999993629
513,0.06580430000030901,0.6106408000014198
514,0.061981099999684375,0.6121280000006664
515,0.06117950000043493,0.6240542000014102
516,0.07388630000059493,0.663932699997531
517,0.0721880000019155,0.6593929000009666
518,0.06296110000039334,0.6559649999981048
519,0.06077930000174092,0.661314199998742
520,0.06756700000187266,0.6284209000004921
521,0.0634559000027366,0.6587470000013127
522,0.06928110000080778,0.6328278000000864
523,0.06432539999877918,0.6272626999998465
524,0.05618759999924805,0.6622395000013057
525,0.08640309999827878,0.6489175999995496
526,0.0781024999996589,0.6580083999979252
527,0.07153480000124546,0.663962900001934
528,0.06114460000026156,0.6622711000018171
529,0.07247889999780455,0.646481900002982
530,0.06316949999745702,0.6418426999989606
531,0.06180039999890141,0.6943305999993754
532,0.07061020000037388,0.6999888000027568
533,0.0743062999972608,0.6583820999985619
534,0.0673376000013377,0.6801151999970898
535,0.05972909999763942,0.6630686000025889
536,0.061601099998370046,0.6547706999990623
537,0.06931280000208062,0.6736515999982657
538,0.06755039999916335,0.7014219000011508
539,0.06777869999859831,0.7079737999993085
540,0.06456400000024587,0.6649356999987504
541,0.0696964000017033,0.6788835000006657
542,0.06551500000205124,0.7271335999976145
543,0.07900700000027427,0.6823948999990535
544,0.07035840000025928,0.7229958000025363
545,0.07537720000254922,0.7236873000001651
546,0.07418429999961518,0.7431011999979091
547,0.08410589999766671,0.6835107000006246
548,0.07273260000147275,0.6899513999996998
549,0.07550899999841931,0.6915570000019216
550,0.07789150000098743,0.7149798999998893
551,0.07456040000033681,0.7140379000011308
552,0.07484469999690191,0.7274015000002692
553,0.08068719999937457,0.7206605999999738
554,0.07737199999974109,0.7410642000031658
555,0.06744310000067344,0.708204200000182
556,0.07734110000092187,0.7379948999987391
557,0.06532860000152141,0.7375747999976738
558,0.0638717000001634,0.7908286000019871
559,0.07694260000062059,0.8093335000012303
560,0.08152689999769791,0.789125299997977
561,0.10527439999714261,0.7995726999979524
562,0.07715899999675457,0.773419200002536
563,0.08925190000081784,0.7352678999995987
564,0.08278369999970892,0.7605470999988029
565,0.07430540000132169,0.7449870000018564
566,0.07769809999808786,0.7664345000011963
567,0.07529840000279364,0.7563446999993175
568,0.07273239999994985,0.7780286999986856
569,0.07837099999960628,0.8094124999988708
570,0.08923820000200067,0.7581485000009707
571,0.08120149999740534,0.7918146000010893
572,0.07021100000201841,0.8063103999993473
573,0.09781519999887678,0.7887216999988595
574,0.07878580000033253,0.8052004999990459
575,0.06862290000208304,0.8015025999993668
576,0.09575910000057775,0.8443575999990571
577,0.08856590000141296,0.8106155999994371
578,0.07558090000020457,0.8671113000018522
579,0.09292330000243965,0.8698206000008213
580,0.09603029999925639,0.7758175999988453
581,0.07966380000289064,0.7933667999968748
582,0.0915815999978804,0.7984699000007822
583,0.08086750000074971,0.7953803999989759
584,0.08832800000163843,0.8225435999993351
585,0.09272540000165463,0.8250613000018348
586,0.081360100000893,0.8134718000001158
587,0.0840704000002006,0.8266954999999143
588,0.08966650000002119,0.8085830999989412
589,0.0720368000002054,0.8179196999990381
590,0.07710729999962496,0.8089309999995749
591,0.09723170000143,0.8270029999985127
592,0.08051989999876241,0.8056323000018892
593,0.0950288999993063,0.8693176999986463
594,0.08375499999965541,0.8738573000009637
595,0.09641030000057071,0.8899711000012758
596,0.08769329999995534,0.835220400000253
597,0.08999409999887575,0.8404388000017207
598,0.08521249999830616,0.8575134000020626
599,0.0916607999970438,0.8957012999999279
600,0.12739529999817023,0.8848872000016854
